east_west,plot,in_out,tree,species,ht_ft,ht_m,diameter,leaders,ht_at_fork,dfv_mm,deformity_y_n,deformity_type,rotation_risk_y_n,deformity_ht,deformity_dfs_mm,comments
East,6,In,52,WRC,10.6,3.23,46.6,1,,,Y,BD,N,0.96,0,
East,6,In,52,,, ,,,,,Y,BD,N,0.66,0,
East,6,In,52,,, ,,,,,Y,BD,N,0.61,0,
East,6,In,52,,, ,,,,,Y,BD,N,0.91,0,
East,6,In,53,DF,12.4,3.78,42.12,1,,,N,,N,,,
East,6,In,54,WRC,12,3.66,45.73,1,,,N,,N,,,
East,6,In,55,DF,7.6,2.32,17.2,1,,,N,,N,,,
East,6,In,56,DF,17.3,5.27,58.6,1,,,Y,BD,N,0.92,0,Likely Phomopsis canker
East,6,In,56,,, ,,,,,Y,BD,N,0.64,0,
East,6,In,56,,, ,,,,,Y,BD,N,0.77,0,
East,6,In,57,WRC,9.8,2.99,34.65,1,,,N,,N,,,
East,6,In,58,DF,7,2.13,12.22,1,,,N,,N,,,some dead needles
East,6,In,59,DF,12.5,3.81,50.25,1,,,Y,BD,N,0.8,0,
East,3,Out,1,DF,8.9,2.71,23.05,2,2.38,,Y,BD,N,1.22,0,"Natural regen, fungal damage to branch, original leader dead, BD likely Phomopsis canker"
East,3,Out,2,DF,14.4,4.39,44.75,1,,150,Y,SK,N,0.9,0,
East,3,Out,2,,, ,,,,,Y,SK,N,0.98,0,
East,3,Out,2,,, ,,,,,Y,SK,N,0.52,0,
East,3,Out,2,,, ,,,,,Y,SW,N,0,150,
East,3,Out,2,,, ,,,,,Y,BD,N,0.89,0,Likely Phomopsis canker
East,3,Out,3,DF,14.5,4.42,51.95,1,,,Y,BD,N,0.64,0,Likely Phomopsis canker
East,3,Out,3,,, ,,,,,Y,SK,N,0.8,0,
East,3,Out,3,,, ,,,,,Y,SK,N,0.9,0,
East,3,Out,3,,, ,,,,,Y,SK,N,0.75,0,
East,3,Out,3,,, ,,,,,Y,CR,N,1.08,15,
East,3,Out,4,DF,12.4,3.78,36.39,1,,150,Y,SK,N,0.81,15,
East,3,Out,4,,, ,,,,,Y,BD,N,0.75,0,Likely Phomopsis canker
East,3,Out,4,,, ,,,,,Y,BD,N,1.19,0,Likely Phomopsis canker
East,3,Out,4,,, ,,,,,Y,SK,N,1.22,0,
East,3,Out,4,,, ,,,,,Y,SK,N,1.41,5,
East,3,Out,5,DF,17.4,5.3,68.6,1,,,Y,BD,N,0.71,0,Likely Phomopsis canker
East,3,Out,6,DF,16.8,5.12,67.5,2,3.54,205,Y,BD,N,0.65,0,Likely Phomopsis canker
East,3,Out,6,,, ,,,,,Y,BD,N,1.15,0,Likely Phomopsis canker
East,3,Out,6,,, ,,,,,Y,BD,N,1.3,0,Likely Phomopsis canker
East,3,Out,6,,, ,,,,,Y,BD,N,1.65,0,Likely Phomopsis canker
East,3,Out,6,,, ,,,,,Y,SW,N,0,205,
East,3,Out,7,DF,8.6,2.62,24.48,1,,145,Y,BD,N,0.1,0,natural regen
East,3,Out,7,,, ,,,,,Y,SK,N,0.23,20,
East,3,Out,7,,, ,,,,,Y,SW,N,0,145,
East,3,Out,8,WRC,0.5,0.5,7.79,3,0.26,10,N,,Y,,,"m @ 0.25m, DFV is estimated"
East,3,Out,8,,, ,,,0.2,,,,,,,
East,3,Out,9,WRC,1,1,8.79,2,0.52,195,Y,SW,Y,0,195,"m @ 0.5m,"
East,3,Out,10,DF,7.5,2.29,15.46,1,,,Y,SK,N,0.74,15,natural regen
East,3,Out,10,,, ,,,,,Y,CR,N,0.51,20,
East,3,Out,11,DF,18.2,5.55,78.87,1,,180,Y,BD,N,1.3,0,Likely Phomopsis canker
East,3,Out,11,,, ,,,,,Y,SW,N,0,180,
East,3,Out,12,DF,16.3,4.97,75.95,1,,,Y,SK,N,0.9,0,diameter @ 1.1m 
East,3,Out,12,,, ,,,,,Y,SK,N,0.9,0,
East,3,Out,12,,, ,,,,,Y,BD,N,1,0,Likely Phomopsis canker
East,3,Out,12,,, ,,,,,Y,BD,N,1.3,0,Likely Phomopsis canker
East,3,Out,12,,, ,,,,,Y,BD,N,0.4,0,Likely Phomopsis canker
East,3,Out,12,,, ,,,,,Y,SW,N,0,,couldnt get DFS
East,3,Out,13,DF,7.8,2.38,25.42,2,1,,Y,SK,N,0.36,5,diameter at 0.8m. Natural regen
East,3,Out,14,DF,2.1,0.64,12.51,1,,,N,,N,,,natural regen
East,3,Out,15,DF,13.3,4.05,57.27,1,,130,Y,BD,N,2.2,20,"likely Phomopsis canker, photo of BD"
East,3,Out,16,DF,12.2,3.72,36.87,1,,,Y,SK,N,2.1,0,
East,3,Out,16,,, ,,,,,Y,SK,N,0.95,5,
East,3,Out,16,,, ,,,,,Y,BD,N,0.98,0,Likely Phomopsis canker
East,3,Out,17,DF,19.1,5.82,64.08,1,,170,Y,CR,N,2.74,50,Dfs estimated
East,3,Out,17,,, ,,,,,Y,BD,N,1.86,0,
East,3,Out,17,,, ,,,,,Y,SW,N,0,170,
East,3,Out,18,DF,13.4,4.08,46.59,1,,,Y,SK,N,2.26,0,"some dead needles, damage on branches, likely Phomopsis canker "
East,3,Out,18,,, ,,,,,Y,BD,N,1.6,0,
East,3,Out,19,DF,14.7,4.48,54.82,1,,60,Y,SK,N,2.93,40,Dfs estimated
East,3,Out,19,,, ,,,,,Y,CR,N,3.35,60,"Dfs estimated, Diameter at 0.9m"
East,3,Out,19,,, ,,,,,Y,BD,N,1,0,Likely Phomopsis canker
East,3,Out,19,,, ,,,,,Y,BD,N,1.2,0,Likely Phomopsis canker
East,3,Out,19,,, ,,,,,Y,BD,N,1.3,0,Likely Phomopsis canker
East,3,Out,19,,, ,,,,,Y,SK,N,0.2,0,
East,3,Out,20,WRC,0.81,0.81,5.41,2,0.3,80,Y,SK,Y,0.35,0,measured at 0.5m
East,3,Out,20,,, ,,,,,Y,SK,Y,0.1,0,
East,3,Out,21,WRC,0.98,0.98,4.22,1,,60,Y,SK,Y,0.48,0,measured at 0.5m
East,3,Out,21,,, ,,,,,Y,SK,Y,0.43,0,
East,3,Out,21,,, ,,,,,Y,SK,Y,0.36,0,
East,3,Out,21,,, ,,,,,Y,SK,Y,0.22,0,
East,3,Out,22,WRC,0.71,0.71,6.38,4,0.46,70,Y,SK,Y,0.31,0,measured at 0.5m
East,3,Out,22,,, ,,,0.45,,,,,,,measured at 0.5m
East,3,Out,22,,, ,,,0.44,,,,,,,
East,3,Out,22,,, ,,,,,,,,,,measured at 0.5m
East,3,Out,23,WRC,1.01,1.01,9.05,1,,,Y,SK,Y,0.7,10,measured at 0.5m
East,3,Out,23,,, ,,,,,Y,SK,Y,0.48,0,
East,3,Out,24,WRC,1.04,1.04,14.39,1,,,Y,SK,Y,0.6,5,measured at 0.5m
East,3,Out,24,,, ,,,,,Y,SK,Y,0.52,0,
East,3,Out,24,,, ,,,,,Y,SK,Y,0.35,0,
East,3,Out,25,DF,9.1,2.77,18.46,1,,,Y,BD,N,1.5,0,"natural regen, likely Phomopsis canker"
East,3,Out,26,DF,18.3,5.58,62.75,1,,,Y,BD,N,1.15,0,Likely Phomopsis canker
East,3,Out,27,DF,18,5.49,130,1,,190,Y,BD,N,0.1,0,"leave tree, diameter estimated"
East,3,Out,27,,, ,,,,,Y,SW,N,0,190,"Likely Phomopsis canker, bushy top and branches concentrated at top 1/3, flat top"
East,3,Out,28,DF,13.5,4.11,55.32,1,,,N,,N,,,
East,3,Out,29,DF,12.6,3.84,40.65,1,,,Y,BD,N,0.82,0,"dead needles, likely Phomopsis canker, also on branches"
East,3,Out,30,DF,18.5,5.64,74.87,1,,140,Y,SK,N,2.03,40,estimates for SK
East,3,Out,30,,, ,,,,,Y,BD,N,1.5,0,Likely Phomopsis canker
East,3,Out,30,,, ,,,,,Y,BD,N,0.4,0,Likely Phomopsis canker
East,3,Out,30,,, ,,,,,Y,SW,N,0,140,
East,3,Out,31,DF,18.3,5.58,57.23,1,,,Y,BD,N,2.13,0,Likely Phomopsis canker
East,3,Out,31,,, ,,,,,Y,BD,N,1.52,0,Likely Phomopsis canker
East,3,Out,31,,, ,,,,,,BD,N,0.5,0,
East,3,Out,32,DF,15.4,4.69,53.69,1,,,Y,BD,N,0.4,0,Likely Phomopsis canker
East,3,Out,33,WRC,0.63,0.63,4.73,1,,205,Y,SW,Y,0,205,measured at 0.5m
East,3,Out,34,DF,8.1,2.47,22.77,1,,,Y,SK,N,0.35,0,
East,3,Out,35,WRC,1.15,1.15,17.5,2,1.01,,Y,SK,Y,0.8,0,measured at 0.5m
East,3,Out,35,,, ,,,,,Y,SK,Y,0.25,0,
East,2,Out,1,DF,12.2,3.72,48.78,1,,10,Y,CR,N,2.47,40,DFS is an est. some dead needles
East,2,Out,2,DF,10.9,3.32,38.37,1,,,Y,SK,N,5.3,0,
East,2,Out,2,,, ,,,,,Y,SW,N,0,150,
East,2,Out,3,WRC,1.38,1.38,26.83,3,1.05,50,Y,SK,Y,0.67,0,m @ 0.5m. DFV est.
East,2,Out,3,,, ,,,1.02,,Y,SK,Y,0.53,0,
East,2,Out,4,DF,16.4,5,73.36,1,,5,N,,N,,,some dead needles
East,2,Out,5,WRC,1.46,1.46,8.32,5,0,,Y,SK,Y,0.98,0,
East,2,Out,5,,, ,,,1.2,,Y,SK,Y,1.03,0,
East,2,Out,5,,, ,,,1.26,,Y,SW,Y,0,220,
East,2,Out,6,DF,11.7,3.57,29.62,1,,120,Y,SK,N,0.7,5,
East,2,Out,6,,, ,,,,,Y,BD,N,0.51,0,Likely Phomopsis canker
East,2,Out,6,,, ,,,,,Y,BD,N,0.47,0,Likely Phomopsis canker
East,2,Out,6,,, ,,,,,Y,SK,N,1,0,
East,2,Out,6,,, ,,,,,Y,SW,N,0,120,
East,2,Out,7,DF,11.3,3.44,36.88,1,,50,Y,BD,N,0.52,0,fungal damage on branches
East,2,Out,7,,, ,,,,,Y,BD,N,0.6,0,Likely Phomopsis canker
East,2,Out,7,,, ,,,,,Y,BD,N,0.75,0,Likely Phomopsis canker
East,2,Out,7,,, ,,,,,Y,SK,N,0.91,0,
East,2,Out,8,WRC,0.93,0.93,13.81,1,,80,Y,SK,Y,0.28,0,measurements at 0.5m
East,2,Out,8,,, ,,,,,Y,SK,Y,0,0,(old fork)
East,2,Out,9,WRC,1.03,1.03,13.23,4,0.71,55,Y,SK,Y,0.65,0,measurements at 0.5m
East,2,Out,9,,, ,,,0.81,,Y,SK,Y,0.44,0,
East,2,Out,9,,, ,,,0.55,,,,,,,
East,2,Out,10,DF,12.4,3.78,48.36,2,11.3,,Y,BD,N,0.5,0,Likely Phomopsis canker
East,2,Out,10,,, ,,,,,Y,BD,N,0.65,0,Likely Phomopsis canker
East,2,Out,10,,, ,,,,,Y,BD,N,1.05,0,Likely Phomopsis canker
East,2,Out,10,,, ,,,,,Y,BD,N,2.01,0,Likely Phomopsis canker
East,2,Out,11,DF,15.5,4.72,60.48,1,,200,Y,BD,N,0.3,0,Likely Phomopsis canker
East,2,Out,11,,, ,,,,,Y,BD,N,0.7,0,Likely Phomopsis canker
East,2,Out,11,,, ,,,,,Y,BD,N,1.32,0,Likely Phomopsis canker
East,2,Out,11,,, ,,,,,Y,BD,N,1.55,0,Likely Phomopsis canker
East,2,Out,11,,, ,,,,,Y,SW,N,0,200,
East,2,Out,12,DF,10.7,3.26,32.31,1,,,Y,SK,N,0.71,0,
East,2,Out,12,,, ,,,,,Y,BD,N,0.55,0,Likely Phomopsis canker
East,2,Out,12,,, ,,,,,Y,BD,N,0.28,0,Likely Phomopsis canker
East,2,Out,13,DF,13,3.96,44,1,,,Y,BD,N,1.52,0,Likely Phomopsis canker
East,2,Out,13,,, ,,,,,Y,SK,N,1.8,0,Likely Phomopsis canker
East,2,Out,13,,, ,,,,,Y,BD,N,0.95,0,Likely Phomopsis canker
East,2,Out,13,,, ,,,,,Y,BD,N,1.27,0,Likely Phomopsis canker
East,2,Out,14,DF,9.2,2.8,21.28,2,0.9,,Y,SK,N,0.91,0,
East,2,Out,15,DF,7.2,2.19,22.24,1,,,Y,BD,N,0.48,0,"Likely Phomopsis canker, natural regen"
East,2,Out,15,,, ,,,,,Y,BD,N,1.71,0,
East,2,Out,16,DF,9.8,2.99,25.44,1,,,Y,BD,N,0.34,0,Likely Phomopsis canker
East,2,Out,17,DF,8.8,2.68,21.49,1,,,Y,BD,N,0.82,0,"Likely Phomopsis canker, natural regen"
East,2,Out,17,,, ,,,,,Y,BD,N,0.9,0,
East,2,Out,17,,, ,,,,,Y,SK,N,0.49,0,
East,2,Out,18,DF,13.1,3.99,78.19,1,,,Y,BD,Y,1.1,0,"Very chlorotic, leader bent"
East,2,Out,19,DF,9.3,2.83,24.06,1,,,Y,BD,N,0.94,0,"Likely Phomopsis canker, natural regen"
East,2,Out,20,WRC,0.62,0.62,9.27,3,0.38,50,Y,SK,Y,0.16,0,measured at 0.25m
East,2,Out,20,,, ,,,,,Y,SK,Y,0.8,0,
East,2,Out,20,,, ,,,,,Y,SK,Y,0.18,0,
East,2,Out,20,,, ,,,,,Y,SK,Y,0.2,0,
East,2,Out,21,DF,9,2.74,24.03,1,,,Y,BD,N,0.86,0,"Natural regen, likely Phomopsis canker"
East,2,Out,21,,, ,,,,,Y,BD,N,0.63,0,Likely Phomopsis canker
East,2,Out,21,,, ,,,,,Y,BD,N,0.38,0,Likely Phomopsis canker
East,2,Out,21,,, ,,,,,Y,BD,N,1.19,0,Likely Phomopsis canker
East,2,Out,22,DF,13.2,4.02,45.44,1,,,Y,BD,N,1.22,0,Likely Phomopsis canker
East,2,Out,23,DF,12.2,3.72,47.75,1,,,Y,SW,Y,0,400,
East,2,Out,23,,, ,,,,,Y,BD,Y,0,0,Continuous BD up to 6 ft likely Phomopsis canker
East,2,Out,24,DF,14.8,4.51,51.7,1,,,Y,BD,N,0.65,0,Likely Phomopsis canker
East,2,Out,24,,, ,,,,,Y,BD,N,0.2,0,Likely Phomopsis canker
East,2,Out,24,,, ,,,,,Y,BD,N,1,0,Likely Phomopsis canker
East,2,Out,24,,, ,,,,,Y,BD,N,0.89,0,Likely Phomopsis canker
East,2,Out,25,WRC,0.67,0.67,9.89,1,,35,Y,SK,Y,0.35,0,measured at 0.25m
East,2,Out,25,,, ,,,,,Y,SK,Y,0.39,0,
East,2,Out,25,,, ,,,,,Y,SK,Y,0.49,30,Dfs estimated
East,2,Out,26,WRC,1.05,1.05,12.56,5,0.4,90,Y,SK,Y,0.52,0,measured at 0.5m
East,2,Out,26,,, ,,,0.53,,Y,SK,Y,0.59,0,
East,2,Out,26,,, ,,,0.57,,Y,SK,Y,0.49,0,
East,2,Out,26,,, ,,,0.39,,Y,,,,,
East,2,Out,27,DF,15.3,4.66,64.17,1,,,N,,N,,,some dead needles
East,2,Out,28,DF,12.2,3.72,37.82,1,,,Y,BD,N,0.4,0,Likely Phomopsis canker
East,2,Out,28,,, ,,,,,Y,BD,N,0.46,0,Likely Phomopsis canker
East,2,Out,28,,, ,,,,,Y,BD,N,0.8,0,Likely Phomopsis canker
East,2,Out,29,DF,12.9,3.93,41.85,1,,,Y,SW,N,0,280,DFS est due to log
East,2,Out,29,,, ,,,,,Y,BD,N,0.98,0,Likely Phomopsis canker
East,2,Out,29,,, ,,,,,Y,BD,N,1.07,0,Likely Phomopsis canker
East,2,Out,30,DF,11.2,3.41,46.55,1,,,Y,SW,N,0,85,
East,2,Out,30,,, ,,,,,Y,BD,N,1.95,0,Likely Phomopsis canker
East,2,Out,31,DF,10,3.05,30.09,1,,,Y,SW,N,0,57,
East,2,Out,31,,, ,,,,,Y,BD,N,1.18,0,Likely Phomopsis canker
East,2,Out,32,DF,8.1,2.47,21.07,1,,,N,,N,,,Natural regen
East,2,Out,33,DF,18.9,5.76,116.8,1,,,Y,SW,N,0,1058,leave tree
East,2,Out,33,,, ,,,,,Y,BD,N,0.4,0,BD extends up most of tree
East,2,Out,34,DF,11.7,3.57,48.78,3,2.38,,Y,SK,N,2.13,0,
East,2,Out,35,DF,8.8,2.68,30.35,1,,,N,,Y,,,"chlorotic, dead needles, natural regen"
East,2,Out,36,DF,13.1,3.99,54.29,1,,,Y,SW,N,0,59,
East,2,Out,36,,, ,,,,,Y,SK,N,3.02,20,DFS est
East,2,Out,37,DF,23.8,7.25,104.14,1,,,Y,SK,N,1.76,62,Leave tree
East,2,Out,38,DF,13.1,3.99,36.92,1,,,Y,BD,N,0.96,0,Likely Phomopsis canker
East,2,Out,38,,, ,,,,,Y,BD,N,1.67,0,Likely Phomopsis canker
East,2,Out,38,,, ,,,,,Y,BD,N,2,0,Likely Phomopsis canker
East,2,Out,38,,, ,,,,,Y,BD,N,1.48,0,Likely Phomopsis canker
East,2,Out,39,DF,23.7,7.22,114.3,1,,,N,,N,,,Leave tree
East,2,Out,40,DF,9.1,2.77,23.12,1,,,N,,N,,,natural regen
East,2,Out,41,DF,8.9,2.71,29.05,1,,,Y,BD,N,1.18,0,natural regen
East,2,Out,42,WRC,0.65,0.65,6.85,1,,,Y,SK,N,0.51,0,"measured at 0.25, natural regen"
East,2,Out,43,DF,21.3,6.49,93.98,1,,,Y,SW,N,0,320,leave tree
East,2,Out,43,,, ,,,,,Y,BD,N,1.2,0,Likely Phomopsis canker
East,2,Out,43,,, ,,,,,Y,BD,N,1.7,0,Likely Phomopsis canker
East,2,Out,43,,, ,,,,,Y,BD,N,2,0,Likely Phomopsis canker
East,2,Out,44,DF,15,4.57,66.58,1,,,Y,SW,N,0,137,height estimated
East,2,Out,45,DF,8.5,2.59,23.3,1,,,Y,SW,N,0,255,natural regen
East,2,Out,46,DF,17.5,5.33,62.1,1,,,Y,BD,N,0.47,0,likely Phomopsis canker
East,2,Out,46,,, ,,,,,Y,BD,N,0.69,0,likely Phomopsis canker
East,2,Out,47,WRC,8.4,2.56,25.61,1,,,Y,SW,N,0,0.55,
East,2,Out,47,,, ,,,,,Y,SK,N,1.26,0,
East,2,Out,47,,, ,,,,,Y,SK,N,1.61,0,
East,2,Out,48,WRC,6.4,1.95,15.76,1,,,Y,SK,N,1.04,0,
East,2,Out,49,DF,8.1,2.47,20.78,1,,,Y,SW,N,0,53,one dead branch at 0.45 m
East,2,Out,49,,, ,,,,,Y,SK,N,0.53,0,
East,2,Out,50,WRC,3.7,1.13,15.41,3,0.62,,Y,SK,N,0.45,0,measured at 0.5m
East,2,Out,51,DF,13.2,4.02,54.54,1,,,Y,BD,N,0.9,0,likely Phomopsis canker
East,2,Out,51,,, ,,,,,Y,BD,N,0.51,0,likely Phomopsis canker
East,2,Out,51,,, ,,,,,Y,SK,N,1.04,0,
East,2,Out,52,WRC,4.9,1.49,19.85,2,0.86,,Y,SK,Y,0.51,0,m @ 0.5m
East,2,Out,52,,, ,,,,,Y,SK,Y,0.74,0,
East,2,Out,53,DF,18.2,5.55,81.28,1,,,Y,SW,N,0,147,Leave tree
East,2,Out,53,,, ,,,,,Y,BD,N,0.65,0,likely Phomopsis canker
East,2,Out,54,DF,9.9,3.02,24.35,1,,,Y,SW,N,0,130,
East,2,Out,54,,, ,,,,,Y,SK,N,0.33,0,
East,2,Out,54,,, ,,,,,Y,SK,N,0.63,0,
East,2,Out,54,,, ,,,,,Y,SK,N,1.14,20,
East,2,Out,54,,, ,,,,,Y,BD,N,0.49,0,likely Phomopsis canker
East,2,Out,54,,, ,,,,,Y,BD,N,0.6,0,likely Phomopsis canker
East,2,Out,54,,, ,,,,,Y,BD,N,0.66,0,likely Phomopsis canker
East,2,Out,54,,, ,,,,,Y,BD,N,1.07,0,likely Phomopsis canker
East,2,Out,55,DF,15,4.57,55.84,1,,,Y,SW,N,0,128,
East,2,Out,55,,, ,,,,,Y,SK,N,0.54,0,
East,2,Out,55,,, ,,,,,Y,SK,N,1.34,18,
East,2,Out,55,,, ,,,,,Y,SK,N,1.84,37,
East,2,Out,55,,, ,,,,,Y,BD,N,0.53,0,likely Phomopsis canker
East,2,Out,56,WRC,0.54,0.54,6.01,2,0.17,,Y,SW,Y,0,0.92,m @ 0.25m
East,2,Out,57,DF,12.7,3.87,49.33,1,,,Y,SW,N,0,35,
East,2,Out,57,,, ,,,,,Y,BD,N,0.51,0,likely Phomopsis canker
East,2,Out,57,,, ,,,,,Y,BD,N,1.15,0,likely Phomopsis canker
East,2,Out,57,,, ,,,,,Y,BD,N,1.3,0,likely Phomopsis canker
East,2,Out,58,WRC,7.5,2.29,19.73,1,,,Y,SW,N,0,130,
East,2,Out,58,,, ,,,,,Y,SK,N,0.56,0,
East,2,Out,58,,, ,,,,,Y,SK,N,0.97,0,
East,2,Out,59,WRC,4.9,1.49,8.21,1,,,Y,SW,N,0,93,
East,2,Out,59,,, ,,,,,Y,SK,N,1,0,
East,2,Out,59,,, ,,,,,Y,SK,N,1.3,0,
East,2,Out,60,DF,13.5,4.11,49.92,1,,,Y,SW,N,0,147,
East,2,Out,60,,, ,,,,,Y,SK,N,1.14,0,
East,2,Out,60,,, ,,,,,Y,BD,N,0.58,0,
